_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,there_are_some_text_samples_in_the_data_what_emotions_can_you_feel_from_them,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,3,4,5,6,7,8,9,there_are_some_text_samples_in_the_data_what_emotions_can_you_feel_from_them_gold
2687197433,3/14/2020 03:17:00,false,5518190702,,3/14/2020 03:16:48,false,feca,0.9,45161570,EGY,06,Alexandria,41.238.51.114,happy,sending,!,even,though,#,worldfigure,is,cancelled,,,,love,,,,,,,to,all,our,fans,around,the,\ud83c\udf0e,
2687197433,3/14/2020 03:18:49,false,5518193084,,3/14/2020 03:18:28,false,feca,1.0,45659834,EGY,06,Alexandria,41.238.51.114,happy,sending,!,even,though,#,worldfigure,is,cancelled,,,,love,,,,,,,to,all,our,fans,around,the,\ud83c\udf0e,
2687197433,3/14/2020 03:49:56,false,5518232570,,3/14/2020 03:49:11,false,feca,0.8333,45403734,USA,NJ,Clifton,104.131.66.8,surprise,sending,!,even,though,#,worldfigure,is,cancelled,,,,love,,,,,,,to,all,our,fans,around,the,\ud83c\udf0e,
2687197434,3/14/2020 03:17:00,false,5518190703,,3/14/2020 03:16:48,false,feca,0.9,45161570,EGY,06,Alexandria,41.238.51.114,happy,remember,.,breathing,,,,,,,,,how,,,,,,,blessed,you,are,to,be,alive,today,
2687197434,3/14/2020 03:18:49,false,5518193073,,3/14/2020 03:18:28,false,feca,1.0,45659834,EGY,06,Alexandria,41.238.51.114,happy,remember,.,breathing,,,,,,,,,how,,,,,,,blessed,you,are,to,be,alive,today,
2687197434,3/14/2020 03:49:56,false,5518232562,,3/14/2020 03:49:11,false,feca,0.8333,45403734,USA,NJ,Clifton,104.131.66.8,happy,remember,.,breathing,,,,,,,,,how,,,,,,,blessed,you,are,to,be,alive,today,
2687197772,3/14/2020 03:19:47,true,5518194530,,3/14/2020 03:19:35,false,feca,1.0,45659834,EGY,06,Alexandria,41.238.51.114,happy,2today,life,\ud83d\udd1c\ud83d\udd1b\ud83d\udd1d,,,,,,,,,and,,,,,,,still,chasing,the,dream,!,!,loving,happy
2687197772,3/14/2020 03:20:18,true,5518195195,,3/14/2020 03:17:20,false,feca,0.8333,45403734,USA,NJ,Clifton,104.131.66.8,happy,2today,life,\ud83d\udd1c\ud83d\udd1b\ud83d\udd1d,,,,,,,,,and,,,,,,,still,chasing,the,dream,!,!,loving,happy
2687197814,3/14/2020 03:16:32,true,5518190080,,3/14/2020 03:16:10,false,feca,0.9,45161570,EGY,06,Alexandria,41.238.51.114,happy,is,and,as,inspiring,as,anything,in,\u201dthe,west,wing\u201,,remarkable,,,,,,,.,this,scene,is,as,perfectly,structured,happy
2687197814,3/14/2020 03:18:59,true,5518193286,,3/14/2020 03:18:39,false,feca,1.0,45599810,USA,FL,Miami,68.235.38.48,happy,is,and,as,inspiring,as,anything,in,\u201dthe,west,wing\u201,,remarkable,,,,,,,.,this,scene,is,as,perfectly,structured,happy
2687197814,3/14/2020 03:20:14,true,5518195105,,3/14/2020 03:18:07,false,feca,1.0,45369278,EGY,06,Alexandria,41.238.51.114,happy,is,and,as,inspiring,as,anything,in,\u201dthe,west,wing\u201,,remarkable,,,,,,,.,this,scene,is,as,perfectly,structured,happy
2687197814,3/14/2020 03:20:18,true,5518195203,,3/14/2020 03:17:20,false,feca,0.8333,45403734,USA,NJ,Clifton,104.131.66.8,happy,is,and,as,inspiring,as,anything,in,\u201dthe,west,wing\u201,,remarkable,,,,,,,.,this,scene,is,as,perfectly,structured,happy
2687197814,3/14/2020 03:21:55,true,5518197326,,3/14/2020 03:16:02,false,feca,1.0,45448546,VEN,07,Valencia,190.72.11.180,happy,is,and,as,inspiring,as,anything,in,\u201dthe,west,wing\u201,,remarkable,,,,,,,.,this,scene,is,as,perfectly,structured,happy
2687197820,3/14/2020 03:17:24,true,5518191220,,3/14/2020 03:17:14,false,feca,0.9,45161570,EGY,06,Alexandria,41.238.51.114,happy,this,for,rotherham,town,centre,.,wonderful,to,see,it,really,is,staing,to,happen\u2026,'',,,going,to,be,a,game,changing,development,happy
2687197820,3/14/2020 03:18:14,true,5518192273,,3/14/2020 03:17:39,false,feca,1.0,45659834,EGY,06,Alexandria,41.238.51.114,happy,this,for,rotherham,town,centre,.,wonderful,to,see,it,really,is,staing,to,happen\u2026,'',,,going,to,be,a,game,changing,development,happy
2687197820,3/14/2020 03:20:14,true,5518195111,,3/14/2020 03:18:07,false,feca,1.0,45369278,EGY,06,Alexandria,41.238.51.114,happy,this,for,rotherham,town,centre,.,wonderful,to,see,it,really,is,staing,to,happen\u2026,'',,,going,to,be,a,game,changing,development,happy
2687197822,3/14/2020 03:17:41,true,5518191590,true,3/14/2020 03:17:26,false,feca,0.9,45161570,EGY,06,Alexandria,41.238.51.114,pleasant,sending,!,even,though,#,worldfigure,is,cancelled,,,,love,,,,,,,to,all,our,fans,around,the,\ud83c\udf0e,happy
2687197822,3/14/2020 03:18:14,true,5518192267,,3/14/2020 03:17:39,false,feca,1.0,45659834,EGY,06,Alexandria,41.238.51.114,happy,sending,!,even,though,#,worldfigure,is,cancelled,,,,love,,,,,,,to,all,our,fans,around,the,\ud83c\udf0e,happy
2687197822,3/14/2020 03:18:59,true,5518193295,,3/14/2020 03:18:39,false,feca,1.0,45599810,USA,FL,Miami,68.235.38.48,happy,sending,!,even,though,#,worldfigure,is,cancelled,,,,love,,,,,,,to,all,our,fans,around,the,\ud83c\udf0e,happy
2687197822,3/14/2020 03:19:18,true,5518193779,,3/14/2020 03:15:35,false,feca,1.0,45488361,USA,FL,Miami,68.235.38.45,happy,sending,!,even,though,#,worldfigure,is,cancelled,,,,love,,,,,,,to,all,our,fans,around,the,\ud83c\udf0e,happy
2687197822,3/14/2020 03:20:14,true,5518195110,,3/14/2020 03:18:07,false,feca,1.0,45369278,EGY,06,Alexandria,41.238.51.114,happy,sending,!,even,though,#,worldfigure,is,cancelled,,,,love,,,,,,,to,all,our,fans,around,the,\ud83c\udf0e,happy
2687197825,3/14/2020 03:16:32,true,5518190084,,3/14/2020 03:16:10,false,feca,0.9,45161570,EGY,06,Alexandria,41.238.51.114,happy,today,your,knees,and,pray,that,you,get,what,you,want,on,in,life,that,you,never,ever\u2026,your,special,day,\njust,bow,down,on,happy
2687197825,3/14/2020 03:18:14,true,5518192277,,3/14/2020 03:17:39,false,feca,1.0,45659834,EGY,06,Alexandria,41.238.51.114,happy,today,your,knees,and,pray,that,you,get,what,you,want,on,in,life,that,you,never,ever\u2026,your,special,day,\njust,bow,down,on,happy
2687197825,3/14/2020 03:19:18,true,5518193772,,3/14/2020 03:15:35,false,feca,1.0,45488361,USA,FL,Miami,68.235.38.45,happy,today,your,knees,and,pray,that,you,get,what,you,want,on,in,life,that,you,never,ever\u2026,your,special,day,\njust,bow,down,on,happy
2687197825,3/14/2020 03:21:55,true,5518197324,,3/14/2020 03:16:02,false,feca,1.0,45448546,VEN,07,Valencia,190.72.11.180,happy,today,your,knees,and,pray,that,you,get,what,you,want,on,in,life,that,you,never,ever\u2026,your,special,day,\njust,bow,down,on,happy
2687197833,3/14/2020 03:16:47,true,5518190421,,3/14/2020 03:16:34,false,feca,0.9,45161570,EGY,06,Alexandria,41.238.51.114,happy,another,chair,,,,,,,,,,packed,,,,,,,day,today,.,meetings,with,freedom,caucus,happy
2687197833,3/14/2020 03:19:18,true,5518193780,,3/14/2020 03:15:35,false,feca,1.0,45488361,USA,FL,Miami,68.235.38.45,happy,another,chair,,,,,,,,,,packed,,,,,,,day,today,.,meetings,with,freedom,caucus,happy
2687197833,3/14/2020 03:20:18,true,5518195199,,3/14/2020 03:17:20,false,feca,0.8333,45403734,USA,NJ,Clifton,104.131.66.8,happy,another,chair,,,,,,,,,,packed,,,,,,,day,today,.,meetings,with,freedom,caucus,happy
2687197847,3/14/2020 03:16:32,true,5518190082,,3/14/2020 03:16:10,false,feca,0.9,45161570,EGY,06,Alexandria,41.238.51.114,happy,remember,.,breathing,,,,,,,,,how,,,,,,,blessed,you,are,to,be,alive,today,happy
2687197847,3/14/2020 03:18:14,true,5518192283,,3/14/2020 03:17:39,false,feca,1.0,45659834,EGY,06,Alexandria,41.238.51.114,happy,remember,.,breathing,,,,,,,,,how,,,,,,,blessed,you,are,to,be,alive,today,happy
2687197847,3/14/2020 03:18:59,true,5518193301,,3/14/2020 03:18:39,false,feca,1.0,45599810,USA,FL,Miami,68.235.38.48,happy,remember,.,breathing,,,,,,,,,how,,,,,,,blessed,you,are,to,be,alive,today,happy
2687197847,3/14/2020 03:19:18,true,5518193775,,3/14/2020 03:15:35,false,feca,1.0,45488361,USA,FL,Miami,68.235.38.45,happy,remember,.,breathing,,,,,,,,,how,,,,,,,blessed,you,are,to,be,alive,today,happy
2687197847,3/14/2020 03:21:55,true,5518197330,,3/14/2020 03:16:02,false,feca,1.0,45448546,VEN,07,Valencia,190.72.11.180,happy,remember,.,breathing,,,,,,,,,how,,,,,,,blessed,you,are,to,be,alive,today,happy
2687197853,3/14/2020 03:17:00,true,5518190706,,3/14/2020 03:16:48,false,feca,0.9,45161570,EGY,06,Alexandria,41.238.51.114,happy,sending,!,even,though,#,worldfigure,is,cancelled,,,,love,,,,,,,to,all,our,fans,around,the,\ud83c\udf0e,happy
2687197853,3/14/2020 03:18:26,true,5518192504,,3/14/2020 03:18:16,false,feca,1.0,45659834,EGY,06,Alexandria,41.238.51.114,happy,sending,!,even,though,#,worldfigure,is,cancelled,,,,love,,,,,,,to,all,our,fans,around,the,\ud83c\udf0e,happy
2687197853,3/14/2020 03:20:18,true,5518195206,,3/14/2020 03:17:20,false,feca,0.8333,45403734,USA,NJ,Clifton,104.131.66.8,happy,sending,!,even,though,#,worldfigure,is,cancelled,,,,love,,,,,,,to,all,our,fans,around,the,\ud83c\udf0e,happy
2687197853,3/14/2020 03:21:55,true,5518197331,,3/14/2020 03:16:02,false,feca,1.0,45448546,VEN,07,Valencia,190.72.11.180,happy,sending,!,even,though,#,worldfigure,is,cancelled,,,,love,,,,,,,to,all,our,fans,around,the,\ud83c\udf0e,happy
2687197862,3/14/2020 03:16:32,true,5518190079,,3/14/2020 03:16:10,false,feca,0.9,45161570,EGY,06,Alexandria,41.238.51.114,happy,i,self,checkout,would,take,4-attempts,to,scan,every,can,an\u202,was,,,,,,,buying,some,cat,food,today,and,the,happy
2687197862,3/14/2020 03:19:18,true,5518193783,,3/14/2020 03:15:35,false,feca,1.0,45488361,USA,FL,Miami,68.235.38.45,happy,i,self,checkout,would,take,4-attempts,to,scan,every,can,an\u202,was,,,,,,,buying,some,cat,food,today,and,the,happy
2687197862,3/14/2020 03:20:14,true,5518195107,,3/14/2020 03:18:07,false,feca,1.0,45369278,EGY,06,Alexandria,41.238.51.114,happy,i,self,checkout,would,take,4-attempts,to,scan,every,can,an\u202,was,,,,,,,buying,some,cat,food,today,and,the,happy
2687197862,3/14/2020 03:20:18,true,5518195191,,3/14/2020 03:17:20,false,feca,0.8333,45403734,USA,NJ,Clifton,104.131.66.8,happy,i,self,checkout,would,take,4-attempts,to,scan,every,can,an\u202,was,,,,,,,buying,some,cat,food,today,and,the,happy
2687198372,3/14/2020 03:16:32,true,5518190074,,3/14/2020 03:16:10,false,feca,0.9,45161570,EGY,06,Alexandria,41.238.51.114,happy,sending,!,even,though,#,worldfigure,is,cancelled,,,,love,,,,,,,to,all,our,fans,around,the,\ud83c\udf0e,
2687198372,3/14/2020 03:21:55,true,5518197328,,3/14/2020 03:16:02,false,feca,1.0,45448546,VEN,07,Valencia,190.72.11.180,happy,sending,!,even,though,#,worldfigure,is,cancelled,,,,love,,,,,,,to,all,our,fans,around,the,\ud83c\udf0e,
2687198531,3/14/2020 03:18:59,true,5518193298,,3/14/2020 03:18:39,false,feca,1.0,45599810,USA,FL,Miami,68.235.38.48,happy,remember,.,breathing,,,,,,,,,how,,,,,,,blessed,you,are,to,be,alive,today,happy
2687198531,3/14/2020 03:19:56,true,5518194741,,3/14/2020 03:19:47,false,feca,1.0,45488361,USA,FL,Miami,68.235.38.45,happy,remember,.,breathing,,,,,,,,,how,,,,,,,blessed,you,are,to,be,alive,today,happy
2687198531,3/14/2020 03:19:59,true,5518194803,,3/14/2020 03:19:49,false,feca,1.0,45659834,EGY,06,Alexandria,41.238.51.114,happy,remember,.,breathing,,,,,,,,,how,,,,,,,blessed,you,are,to,be,alive,today,happy
2687198531,3/14/2020 03:20:14,true,5518195103,,3/14/2020 03:18:07,false,feca,1.0,45369278,EGY,06,Alexandria,41.238.51.114,happy,remember,.,breathing,,,,,,,,,how,,,,,,,blessed,you,are,to,be,alive,today,happy
2687198609,3/14/2020 03:17:12,true,5518190906,,3/14/2020 03:17:02,false,feca,0.9,45161570,EGY,06,Alexandria,41.238.51.114,happy,lots,need,a,little,cheering,is,a,picture,of,a,,of,,,,,,,wrestling,fans,bummed,today,.,if,you,happy
2687198609,3/14/2020 03:19:32,true,5518194139,,3/14/2020 03:19:20,false,feca,1.0,45488361,USA,FL,Miami,68.235.38.45,happy,lots,need,a,little,cheering,is,a,picture,of,a,,of,,,,,,,wrestling,fans,bummed,today,.,if,you,happy
2687198609,3/14/2020 03:49:56,true,5518232556,true,3/14/2020 03:49:11,false,feca,0.8333,45403734,USA,NJ,Clifton,104.131.66.8,surprise,lots,need,a,little,cheering,is,a,picture,of,a,,of,,,,,,,wrestling,fans,bummed,today,.,if,you,happy
2687198618,3/14/2020 03:18:14,true,5518192280,,3/14/2020 03:17:39,false,feca,1.0,45659834,EGY,06,Alexandria,41.238.51.114,happy,my,,,,,,,,,,,baby,,,,,,,,,,,,,,happy
2687198618,3/14/2020 03:18:59,true,5518193291,,3/14/2020 03:18:39,false,feca,1.0,45599810,USA,FL,Miami,68.235.38.48,happy,my,,,,,,,,,,,baby,,,,,,,,,,,,,,happy
2687198656,3/14/2020 03:18:49,true,5518193088,,3/14/2020 03:18:28,false,feca,1.0,45659834,EGY,06,Alexandria,41.238.51.114,happy,a,,,,,,,,,,,fouh,,,,,,,friend,just,got,engaged,,,,happy
2687198673,3/14/2020 03:19:45,true,5518194513,,3/14/2020 03:19:33,false,feca,1.0,45488361,USA,FL,Miami,68.235.38.45,happy,if,,,,,,,,,,,you,,,,,,,leave,home,today,and,return,safe,,happy
2687198673,3/14/2020 03:48:33,true,5518230998,,3/14/2020 03:48:13,false,feca,1.0,45448546,VEN,07,Valencia,190.72.11.180,happy,if,,,,,,,,,,,you,,,,,,,leave,home,today,and,return,safe,,happy
2687198694,3/14/2020 03:19:34,true,5518194198,,3/14/2020 03:18:51,false,feca,1.0,45659834,EGY,06,Alexandria,41.238.51.114,happy,some,today,on,the,dole,balcony,today,!,!,!,congratulations,news,to,my,beautiful,friend\u2026,'',,:,we,pulled,off,a,surprise,engagement,happy
